Species,Habitat,Leafing_Habitat,Palisade,Palisade,Cell_Surf_Area,Cell_Volume,P_length,P_width,P_SA/V,P_Ames/A,S_Ames/A,P_thick,Thick,Amax,stomata_density,epid_aba,epid_ada,IAStot/leaf,LMA,H_arml,H_armnum,chl/pal,osmotic_full,pot_loss,rwc_loss,cap_full,cap_loss,xylem_area,xylem_diam,Huber,trich_dens,trich_cov,trich_type,VLD_tot,3rd_width,VLD_min
V_carlesii,cold_temperate,deciduous,2,2,3720.848397,14305.37107,71.724,16.544,0.26,12.891,11.169,67.424,235.57,10.326,,11.1469267,17.40431035,0.387604793,88.26955814,0,0,0.029061572,-1.061740905,-1.420638585,89.74972838,0.073583565,0.128290585,0.0481245,0.3546175,1.637671837,8.548989933,17.64359144,Anemone_10,6.961376135,0.028179583,6.991125606
V_loeseneri,cloud_forest,semi_deciduous,1,1,2677.280909,7178.527317,29.637,24.861,0.373,12.336,8.715,39.06,192.875,9.948,,16.78872317,20.71819133,0.371600112,,13.31897994,3.2,0.021295561,,,,,,,,,,,,,,
V_elatum,warm_temperate,deciduous,2,2,2792.099362,2792.099362,53.185,16.55,0.263,13.639,20.556,53.039,175.026,14.047,,12.59723107,14.29655736,0.142215042,,0,0,0.070589871,,,,,,,,,,,,,,
V_burejaeticum,cold_temperate,deciduous,2,2,2658.042223,8927.881318,58.489,14.536,0.298,11.391,9.086,57.554,211.137,12.64,,14.12203613,16.27143913,0.525634566,73.78822199,0,0,0.041191327,-0.861155133,-1.272645683,88.28007144,0.102723625,0.122801767,0.038753667,0.347980333,2.51104625,2.863990662,1.527155593,Whiplike_1,5.675536116,0.022195625,5.489299862
V_tashiroi,warm_temperate,semi_deciduous,1,0,1922.630875,4660.694267,28.817,18.271,0.413,11.877,7.805,31.017,118.662,9.521,,9.61352862,7.669569826,0.387909836,,16.49698536,2,0.066215592,,,,,,,,,,,,,,
V_prunifolium,cold_temperate,deciduous,2,2,3507.241,16347.576,58.489,20.272,0.221,12.32,12.968,58.709,176.883,10.938,,11.80972493,13.2444909,0.186297074,62.4784477,0,0,0.024852173,-1.302205372,-1.640135458,92.2673564,0.047979617,0.122185375,0.051758667,0.380189833,2.142655144,0,0,none,6.28788465,0.014179833,6.026111213
V_rufidulum,cold_temperate,deciduous,1,1,3822.096995,14458.29501,35.305,30.298,0.264,13.04,14.964,54.431,195.192,13.213,,13.65731415,18.56317537,0.233964165,76.83363369,9.079924638,3.8,0.021404397,-1.491512783,-1.863346117,90.85145975,0.050039964,0.139273294,0.051373333,0.420996,1.162624513,0,0,none,6.272983828,0.022834,6.846610957
V_parvifolium,cold_temperate,deciduous,1,0,2082.235793,5881.043658,23.162,21.9,0.354,8.564,11.898,24.72,123.915,9.764,,8.516214272,15.06207147,0.277217334,,11.08713234,2,0.039073224,,,,,,,,,,,,,,
V_cylindricum,tropical,evergreen,1,0,4388.560194,13779.39227,41.185,29.512,0.318,18.475,14.124,73.933,283.998,13.549,219.5204323,12.58418141,17.80553534,0.41029258,136.3698224,20.12446494,3.2,0.033058592,,,,,,,,,,,,,,
V_farreri,cold_temperate,deciduous,1,1,2444.568397,8023.402832,25.398,23.785,0.305,3.534,9.255,15.717,123.936,7.371,96.67342114,9.896413289,12.95175372,0.416741704,46.96650315,7.937064801,2.8,0.039312538,,,,,,,,,,,,,,
V_bracteatum,cold_temperate,deciduous,1,0,2466.182465,9655.873448,35.428,21.392,0.255,6.989,8.66,35.896,151.751,8.418,,11.12016165,11.84997481,0.465722482,64.81165858,14.51025908,2,0.032322224,-0.85075436,-1.321662917,90.12444235,0.080214678,0.085574313,0.063147333,0.448627833,1.832102568,6.636819968,7.047365328,whiplike_1,4.719688237,0.021596286,4.739857845
V_rafinesquianum,cold_temperate,deciduous,1,0,3151.912204,8443.563493,44.434,22.163,0.373,14.028,8.859,48.355,126.176,8.216,,9.108543833,11.21602242,0.344102098,73.01182569,21.11005,3.6,0.031571961,-1.064529407,-1.506260774,90.8883589,0.064627652,0.087663653,0.029726,0.332618833,2.032047416,20.8372234,13.43529343,whiplike_1,6.115425645,0.011534167,6.600347937
V_acerifolium,cold_temperate,deciduous,1,0,3534.976,15037.196,34.314,28.828,0.229,6.581,7.652,32.409,115.342,6.77,,10.3401454,12.93416613,0.241366198,32.06320322,7.43236214,3,0.024311594,-1.188424999,-1.449073011,90.49853593,0.066338346,0.219424862,0.026528333,0.305848056,0.653348228,23.83639866,28.75476861,Anemone_4,5.731703189,0.0239125,4.811858248
V_lautum,cloud_forest,semi_deciduous,1,1,5120.162625,22104.8911,39.52,32.593,0.232,16.431,15.121,78.647,273.269,13.223,,18.4316842,23.4526024,0.238604952,,20.12186352,2,0.018483133,,,,,,,,,,,,,,
V_bitchiuense,cold_temperate,deciduous,2,2,,,90.993,18.251,0.236,19.258,9.416,90.448,235.903,11.076,,28.84447105,33.68709787,0.404030202,81.75282924,0,0,0.022901853,-1.044179187,-1.445144478,89.69007905,0.072553853,0.128143357,0.068239333,0.4483505,2.288581693,11.27101405,24.21816357,Anemone_10,6.15540543,0.02691225,6.02359648
V_propinquum,warm_temperate,evergreen,2,3,2802.024,,47.699,18.908,0.244,21.202,17.672,91.819,235.548,15.507,286.7837442,11.56174411,18.19871432,0.20917457,96.39763009,0,0,0.061721258,,,,,,,,,,,,5.649899341,,5.65
V_acutifolium,cloud_forest,semi_deciduous,1,1,3213.642384,10435.23071,30.866,28.203,0.308,15.434,14.659,57.67,273.772,12.768,,18.5322963,27.29355333,0.320032166,,10.20776421,3.6,0.017243173,,,,,,,,,,,,,,
V_utile,cold_temperate,evergreen,2,2,4750.863979,4750.863979,69.152,21.833,0.203,12.89,10.822,63.487,203.793,10.778,,9.724473028,22.58641216,0.232858393,113.5609735,0,0,0.027787418,,,,,,,,,,,,,,
V_cotinifolium,cold_temperate,deciduous,2,2,2207.562773,2207.562773,41.684,17.099,0.273,6.159,9.655,28.276,143.11,8.314,,11.24589084,12.33976636,0.422921615,45.03656772,0,0,0.05744795,,,,,,,,,,,,4.166132124,,3.849
V_opulus,cold_temperate,deciduous,1,0,2730.373,9792.098,26.109,25.871,0.279,5.654,10.596,22.968,113.236,7.773,,10.31094828,9.297525931,0.16783383,39.60955423,6.765575,2.9,0.03790446,-0.981594539,-1.308904831,91.6425257,0.062768924,0.140883738,0.034101,0.305800333,1.050389669,20.97253004,8.124140916,whiplike_1,5.861185097,0.014029667,5.886232897
V_veitchii,cold_temperate,semi_deciduous,2,2,,,56.221,15.853,0.269,13.56,15.464,52.476,187.182,12.87,149.322553,12.88879621,14.28116779,0.292022776,82.04893855,0,0,0.031614539,-1.244426298,-1.617799046,88.86320641,0.07076956,0.136525757,0.022655222,0.296973722,1.197879374,17.45455726,57.36118688,Anemone_10,6.487001762,0.015075167,6.905771578
V_amplificatum,tropical,evergreen,1,0,3044.198121,11143.10433,20.19,30.796,0.273,5.41,11.298,21.117,207.321,8.593,129.9960613,9.511742244,14.57842487,0.538745512,,6.33805,2,0.018561475,,,,,,,,,,,,3.258317136,,2.941
V_erubescens,cold_temperate,deciduous,1,1,2735.509383,6362.485438,23.018,30.819,0.43,9.735,9.125,27.945,189.496,9.264,,11.15919718,27.72139958,0.485294398,49.90728994,9.339026996,3.6,0.031107127,,,,,,,,,,,,,,
V_clemensiae,cold_temperate,evergreen,2,2,3712.149124,,45.603,25.655,0.184,7.389,18.599,41.459,152.741,12.813,144.5645854,13.61018058,12.23132441,0.366989909,,,,0.014613493,,,,,,,,,,,,5.156395086,,4.839
V_foetidum,warm_temperate,semi_deciduous,1,1,3018.278877,10663.25886,25.794,29.485,0.283,12.74,15.078,47.61,159.432,12.058,,11.19146203,11.64418141,0.241759861,,5.686425,3.8,0.06335388,,,,,,,,,,,,,,
V_beccarii,tropical,evergreen,1,1,6326.135817,25605.06116,48.353,36.99,0.247,18.622,14.255,88.836,381.905,13.636,102.9787234,17.24859,29.41286931,0.361406178,,18.81721293,3.6,0.024324922,,,,,,,,,,,,2.64043269,,2.322
V_costaricanum,cloud_forest,semi_deciduous,1,1,3062.608509,11084.75044,28.595,27.883,0.276,15.357,27.167,56.694,244.12,16.645,,23.63216366,23.50106706,0.102498307,,6.837373899,3.6,0.055867464,,,,,,,,,,,,,,
V_odoratissimum,tropical,evergreen,1,1,1473.682479,3489.410472,23.976,17.852,0.422,20.302,23.84,49.031,385.399,17.15,88.93391872,16.02552045,25.43126946,0.405057688,104.197471,5.667459319,3.6,0.100220391,,,,,,,,,,,,,,
V_stellato_tomentosum,cloud_forest,semi_deciduous,1,1,1289.7978,2679.497859,15.799,20.012,0.481,13.84,15.542,29.14,136.179,12.546,,16.09099827,19.60907003,0.195410814,,4.267814588,3.6,0.04078378,,,,,,,,,,,,,,
V_dilatatum,cold_temperate,deciduous,1,0,1239.266205,2368.993146,16.778,18.081,0.523,8.317,6.975,18.29,110.332,7.192,,11.45327934,17.09170719,0.329872091,53.9933146,7.907169735,2.666666667,0.048446037,-1.096968924,-1.468435352,88.42263623,0.080575461,0.153787357,0.061508167,0.482409,2.182318356,10.10289619,3.979874715,Whiplike_2,5.06642368,0.0180185,4.580913019
V_erosum,cold_temperate,deciduous,1,0,5710.788157,26124.65167,53.125,29.818,0.219,9.315,11.569,51.533,176.051,7.498,,15.09356562,26.58992757,0.378538728,70.02699191,22.25909946,2,0.031034465,-0.919502905,-1.281934168,88.04127225,0.099813345,0.177349835,,,,20.31854793,24.36493488,Anemone_4,5.302049013,0.0250775,5.120409181
V_tinus,cold_temperate,evergreen,2,2,5216.154999,,77.346,21.925,0.201,14.955,13.505,80.989,250.035,12.259,106.6644152,9.838447446,16.18249367,0.35661015,105.1330512,0,0,0.045360169,,,,,,,,,,,,5.204497328,,4.85
V_dentatum,cold_temperate,deciduous,1,0,2228.147617,7233.636191,22.055,24.058,0.308,5.433,10.474,18.947,120.711,11.633,122.5210692,16.30882833,17.30768457,0.178319016,60.12704683,5.735467496,2.8,0.049144383,-1.073957875,-1.455132585,94.24898351,0.040642928,0.072406859,0.063666667,0.4265,1.426565217,0.699084335,0.795642765,none,5.703990039,0.01352375,5.728366065
V_sambucinum,tropical,evergreen,1,0,2331.630727,7233.560711,23.765,23.819,0.322,7.048,15.007,23.011,139.212,10.261,244.3029428,9.429424046,13.50817541,0.168634791,,7.590433016,2.8,0.031927805,,,,,,,,,,,,,,
V_awabuki,warm_temperate,evergreen,1,1,7794.597711,38594.19995,61.193,37.927,0.202,22.375,17.346,115.389,374.838,15.771,,10.06675976,24.37328397,0.350384815,,18.26977824,4,0.051192237,,,,,,,,,,,,,,
V_integrifolium,warm_temperate,evergreen,1,0,3281.846483,11797.36282,28.757,27.527,0.278,8.711,16.767,33.235,187.039,11.328,,11.00030329,16.43612297,0.238057935,,12.76141631,2,0.0378845,,,,,,,,,,,,,,
V_discolor,cloud_forest,semi_deciduous,1,1,3700.749905,13338.79219,34.599,28.788,0.277,16.908,16.217,63.435,229.171,13.714,,12.44065364,27.94532789,0.166368686,,11.15244181,3.6,0.039990166,,,,,,,,,,,,,,
V_foetens,cold_temperate,deciduous,1,1,2860.420799,9215.409785,30.705,25.77,0.31,24.781,14.501,82.214,209.366,15.634,,8.204915865,9.65999344,0.289605123,63.89691762,9.656653926,3.2,0.074705932,,,,,,,,,,,,5.652292839,,5.334
V_ichangense,cold_temperate,deciduous,1,0,2600.687712,6874.197628,36.976,20.569,0.378,9.13,8.032,33.628,116.057,7.4,,9.558056875,13.20653229,0.261675035,54.47106991,21.95464092,2,0.043120048,-1.142343273,-1.483337548,87.79719148,0.082751736,0.205848177,0.044927333,0.348380667,0.845643558,6.855536703,9.135968295,Whiplike_Anemone,5.321125514,0.020076667,5.724606856
V_macrocephalum,cold_temperate,semi_deciduous,2,2,5910.443192,5910.443192,133.598,14.048,0.286,19.307,14.485,132.865,312.55,19.943,294.9454013,15.17023664,21.40685326,0.246138902,112.2304329,0,0,0.067145463,,,,,,,,,,,,6.267579217,,5.842
V_sympodiale,cold_temperate,deciduous,1,0,2842.638655,9848.702846,29.989,25.801,0.289,15.015,16.965,54.156,199.066,13.356,,12.19438854,19.93671031,0.244218256,,7.565695973,3.4,0.037257701,,,,,,,,,,,,,,
V_mullaha,cold_temperate,deciduous,1,1,3041.628737,10287.332,26.379,28.931,0.296,14.524,13.672,50.114,154.447,12.176,,8.389682296,12.4113482,0.231461025,68.19329759,7.634278209,3.4,0.065221579,,,,,,,,,,,,,,
V_formosanum,warm_temperate,semi_deciduous,1,0,1722.582553,3680.501018,29.611,16.798,0.468,13.762,7.952,30.1,108.573,10.154,,9.967710901,16.10386347,0.232353596,,18.59257494,2,0.04252432,,,,,,,,,,,,,,
V_stenocalyx,cloud_forest,semi_deciduous,1,1,2847.604584,9485.204127,32.021,23.86,0.3,14.216,13.761,51.341,153.4,12.108,,13.88637938,20.31021288,0.112361356,,10.8541,2.6,0.058665553,,,,,,,,,,,,,,
V_betulifolium,cold_temperate,deciduous,1,0,4574.685432,18758.10335,51.759,25.019,0.244,10.354,13.456,45.889,160.44,9.729,,10.1272493,10.77295865,0.259938158,60.1023815,17.6809413,2.4,0.024632768,-1.055992607,-1.379921455,91.21690396,0.065058056,0.151181464,0.279378667,0.286275417,1.375545623,2.892278203,0.550750278,Spike,5.400232078,0.020225833,5.274741174
V_henryi,warm_temperate,evergreen,1,1,5408.130966,24804.19466,48.647,31.788,0.218,17.667,15.359,84.802,342.65,13.683,79.64651582,19.90783809,23.8214835,0.34743557,104.324285,10.76268715,4,0.024636064,,,,,,,,,,,,,,
V_rhytidophyllum,tropical,evergreen,2,2,1810.011789,4986.642135,48.723,11.857,0.363,17.503,16.498,49.478,247.662,11.487,,8.518584042,10.99079071,0.147143687,114.6307433,0,0,0.040183963,-1.055922924,-1.374075435,90.41061967,0.073200719,0.146481558,0.066918667,0.4659775,1.785571518,53.96480043,107.555326,Anemone_10,5.611313633,0.020513333,6.30257414
V_coriaceum,tropical,evergreen,1,0,3119.999067,10673.16743,33.869,25.048,0.292,13.095,8.074,50.845,178.06,9.984,293.6117937,11.19027751,17.58704031,0.45830028,,11.22669305,3,0.056878402,,,,,,,,,,,,4.536749469,,4.219
V_molle,cold_temperate,deciduous,1,0,1796.368,4578.107,24.52,19.857,0.392,9.619,8.819,25.82,110.948,7.923,,8.224775828,8.796157241,0.32594109,63.32842765,9.0589125,2.7,0.040374849,-0.777828424,-1.275093671,91.38739424,0.077301333,0.062333781,0.041333333,0.38675,0.847474249,0.541226582,0.273533659,Spike,6.058146068,0.013468167,6.084035581
V_trilobum,cold_temperate,deciduous,1,0,2927.570019,10426.78745,28.239,27.274,0.281,9.24,16.584,34.439,142.684,9.483,,10.20688052,12.05482438,0.135829031,48.31034432,5.96055,4,0.036958152,-0.959664825,-1.322484092,90.87342155,0.068278704,0.108986568,0.042010333,0.362298333,1.368566541,26.33969365,10.88731527,whiplike_1,5.654380607,0.0147235,5.678544627
V_hupehense,cold_temperate,deciduous,1,1,3020.179,10759.163,29.598,26.359,0.281,6.402,12.096,34.061,158.137,9.019,,11.40757883,17.07814103,0.308668659,73.14707728,8.786137556,3.1,0.032157829,-0.966239826,-1.269618186,90.61896757,0.080473158,0.110613615,0.034885833,0.34534375,1.832073049,18.31149935,25.26401145,Anemone_4,3.945544778,0.020891167,4.152131444
V_cassinoides,cold_temperate,deciduous,2,2,5925.395,18209.123,81.135,18.584,0.233,15.582,15.387,82.054,220.146,13.331,,9.385249586,15.31548069,0.356846223,80.99030891,0,0,0.019935686,-1.366375009,-1.944819262,91.10460644,0.051349276,0.099451053,0.027367833,0.312407917,1.589727051,0,0,none,6.741322718,0.025094583,7.081843629
V_suspensum,warm_temperate,evergreen,1,1,4535.548091,18467.30847,38.497,32.277,0.246,23.732,15.047,100.404,292.544,15.477,,9.9074744,22.4232648,0.33432086,,10.31065,3.6,0.033584848,,,,,,,,,,,,,,
V_punctatum,tropical,evergreen,2,2,3814.424956,3814.424956,64.455,18.894,0.232,14.688,15.436,65.726,241.974,12.778,104.0861861,12.16081342,14.68574726,0.330508809,,0,0,0.041555668,,,,,,,,,,,,,,
V_grandiflorum,cold_temperate,deciduous,1,1,2950.213291,9523.819014,27.228,29.432,0.31,12.763,12.278,47.068,167.588,11.192,,9.474682423,11.49067207,0.34644182,47.51167838,6.981068931,4,0.047068926,,,,,,,,,,,,,,
V_disjunctum,cloud_forest,semi_deciduous,1,1,2147.174925,4981.386086,31.593,20.326,0.431,22.843,12.589,59.968,249.587,14.433,,16.78627066,36.60761814,0.369424553,,15.55120844,2.8,0.041708007,,,,,,,,,,,,,,
V_plicatum,cold_temperate,deciduous,1,1,1962.902939,5696.671851,24.908,19.994,0.345,13.05,17.149,45.987,190.933,11.044,,12.73075644,16.8805034,0.271936101,70.75058377,10.1362,2,0.044934088,-0.989706922,-1.231180349,90.71860477,0.06783044,0.258416452,0.075413333,0.437954083,2.059701961,25.34744491,14.97969476,Whiplike_2,5.955153792,0.011587667,5.980603167
V_corylifolium,cold_temperate,deciduous,1,0,3412.047418,9513.230438,36.823,25.8,0.359,12.493,11.501,39.287,144.035,10.486,,8.205606519,10.77572737,0.133931569,62.15222372,25.51815,2.2,0.027407977,,,,,,,,,,,,,,
V_japonicum,warm_temperate,evergreen,1,1,5324.082468,22017.48167,42.303,35.179,0.242,17.888,23.215,83.646,357.686,16.202,251.6041878,13.7882129,37.95941905,0.304738281,140.2248274,14.56181489,3.4,0.034170772,,,,,,,,,,,,,,
V_lantana,cold_temperate,deciduous,2,2,2479.133,5554.635,50.449,13.437,0.311,16.649,8.951,61.664,174.817,14.099,,12.42988464,14.35884577,0.347649056,62.70149009,0,0,0.044507604,-1.209556555,-1.61733032,88.86145749,0.071694115,0.104205055,0.036917833,0.4422165,1.067386772,4.577874838,9.241157936,Anemone_4,6.405163753,0.011391667,6.134602795
V_lutescens,tropical,evergreen,1,1,2813.507233,9718.482649,23.815,27.268,0.29,11.755,14.517,44.828,206.843,11.576,219.6485174,8.442878052,22.30776874,0.332350446,,8.567988225,2.6,0.035552434,,,,,,,,,,,,5.956363498,,5.639
V_cinnamomifolium,warm_temperate,evergreen,2,3,2544.254,,33.764,24.104,0.218,12.424,11.243,63.178,213.381,10.763,276.9334684,13.1881002,17.24878463,0.310332729,98.60820911,0,0,0.024567904,,,,,,,,,,,,4.050612763,,4.051
