Species,Habitat,Leafing_Habitat,Palisade,Palisade,Cell_Surf_Area,Cell_Volume,P_length,P_width,P_SA/V,P_Ames/A,S_Ames/A,P_thick,Thick,Amax,stomata_density,epid_aba,epid_ada,IAStot/leaf,LMA,H_arml,H_armnum,chl/pal,osmotic_full,pot_loss,rwc_loss,cap_full,cap_loss,xylem_area,xylem_diam,Huber,trich_dens,trich_cov,trich_type,VLD_tot,3rd_width,VLD_min
V_foetidum,warm_temperate,semi_deciduous,H,H2,3018.278877,10663.25886,25.794,29.485,0.283,12.740,15.078,47.610,159.432,12.058,,11.19146203,11.64418141,0.241759861,,5.686425,3.8,0.06335388,,,,,,,,,,,,,,
V_hupehense,cold_temperate,deciduous,H,H2,3020.179,10759.163,29.598,26.359,0.281,6.402,12.096,34.061,158.137,9.019,,11.40757883,17.07814103,0.308668659,73.14707728,8.786137556,3.1,0.032157829,-0.966239826,-1.269618186,90.61896757,0.080473158,0.110613615,0.034885833,0.34534375,1.832073049,18.31149935,25.26401145,Anemone_4,3.945544778,0.020891167,4.152131444
V_trilobum,cold_temperate,deciduous,H,H1,2927.570019,10426.78745,28.239,27.274,0.281,9.240,16.584,34.439,142.684,9.483,,10.20688052,12.05482438,0.135829031,48.31034432,5.96055,4,0.036958152,-0.959664825,-1.322484092,90.87342155,0.068278704,0.108986568,0.042010333,0.362298333,1.368566541,26.33969365,10.88731527,whiplike_1,5.654380607,0.0147235,5.678544627
V_molle,cold_temperate,deciduous,H,H1,1796.368,4578.107,24.520,19.857,0.392,9.619,8.819,25.820,110.948,7.923,,8.224775828,8.796157241,0.32594109,63.32842765,9.0589125,2.7,0.040374849,-0.777828424,-1.275093671,91.38739424,0.077301333,0.062333781,0.041333333,0.38675,0.847474249,0.541226582,0.273533659,Spike,6.058146068,0.013468167,6.084035581
V_coriaceum,tropical,evergreen,H,H1,3119.999067,10673.16743,33.869,25.048,0.292,13.095,8.074,50.845,178.060,9.984,293.6117937,11.19027751,17.58704031,0.45830028,,11.22669305,3,0.056878402,,,,,,,,,,,,4.536749469,,4.219
V_henryi,warm_temperate,evergreen,H,H2,5408.130966,24804.19466,48.647,31.788,0.218,17.667,15.359,84.802,342.650,13.683,79.64651582,19.90783809,23.8214835,0.34743557,104.324285,10.76268715,4,0.024636064,,,,,,,,,,,,,,
V_betulifolium,cold_temperate,deciduous,H,H1,4574.685432,18758.10335,51.759,25.019,0.244,10.354,13.456,45.889,160.440,9.729,,10.1272493,10.77295865,0.259938158,60.1023815,17.6809413,2.4,0.024632768,-1.055992607,-1.379921455,91.21690396,0.065058056,0.151181464,0.279378667,0.286275417,1.375545623,2.892278203,0.550750278,Spike,5.400232078,0.020225833,5.274741174
V_stenocalyx,cloud_forest,semi_deciduous,H,H2,2847.604584,9485.204127,32.021,23.860,0.300,14.216,13.761,51.341,153.400,12.108,,13.88637938,20.31021288,0.112361356,,10.8541,2.6,0.058665553,,,,,,,,,,,,,,
V_formosanum,warm_temperate,semi_deciduous,H,H1,1722.582553,3680.501018,29.611,16.798,0.468,13.762,7.952,30.100,108.573,10.154,,9.967710901,16.10386347,0.232353596,,18.59257494,2,0.04252432,,,,,,,,,,,,,,
V_suspensum,warm_temperate,evergreen,H,H2,4535.548091,18467.30847,38.497,32.277,0.246,23.732,15.047,100.404,292.544,15.477,,9.9074744,22.4232648,0.33432086,,10.31065,3.6,0.033584848,,,,,,,,,,,,,,
V_corylifolium,cold_temperate,deciduous,H,H1,3412.047418,9513.230438,36.823,25.800,0.359,12.493,11.501,39.287,144.035,10.486,,8.205606519,10.77572737,0.133931569,62.15222372,25.51815,2.2,0.027407977,,,,,,,,,,,,,,
V_plicatum,cold_temperate,deciduous,H,H2,1962.902939,5696.671851,24.908,19.994,0.345,13.050,17.149,45.987,190.933,11.044,,12.73075644,16.8805034,0.271936101,70.75058377,10.1362,2,0.044934088,-0.989706922,-1.231180349,90.71860477,0.06783044,0.258416452,0.075413333,0.437954083,2.059701961,25.34744491,14.97969476,Whiplike_2,5.955153792,0.011587667,5.980603167
V_disjunctum,cloud_forest,semi_deciduous,H,H2,2147.174925,4981.386086,31.593,20.326,0.431,22.843,12.589,59.968,249.587,14.433,,16.78627066,36.60761814,0.369424553,,15.55120844,2.8,0.041708007,,,,,,,,,,,,,,
V_grandiflorum,cold_temperate,deciduous,H,H2,2950.213291,9523.819014,27.228,29.432,0.310,12.763,12.278,47.068,167.588,11.192,,9.474682423,11.49067207,0.34644182,47.51167838,6.981068931,4,0.047068926,,,,,,,,,,,,,,
V_lutescens,tropical,evergreen,H,H2,2813.507233,9718.482649,23.815,27.268,0.290,11.755,14.517,44.828,206.843,11.576,219.6485174,8.442878052,22.30776874,0.332350446,,8.567988225,2.6,0.035552434,,,,,,,,,,,,5.956363498,,5.639
V_japonicum,warm_temperate,evergreen,H,H2,5324.082468,22017.48167,42.303,35.179,0.242,17.888,23.215,83.646,357.686,16.202,251.6041878,13.7882129,37.95941905,0.304738281,140.2248274,14.56181489,3.4,0.034170772,,,,,,,,,,,,,,
